test_id,node,test_category,test_description,test,result,failure_reason
60,DC1-SPINE1,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet1 - P2P_LINK_TO_DC1-LEAF1A_Ethernet1,PASS
61,DC1-SPINE1,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet2 - P2P_LINK_TO_DC1-LEAF2A_Ethernet1,PASS
62,DC1-SPINE1,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_DC1-LEAF2B_Ethernet1,PASS
63,DC1-SPINE1,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_DC1-SVC3A_Ethernet1,PASS
64,DC1-SPINE1,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_DC1-SVC3B_Ethernet1,PASS
65,DC1-SPINE2,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet6 - P2P_LINK_TO_DC1-BL1A_Ethernet2,PASS
66,DC1-SPINE2,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet7 - P2P_LINK_TO_DC1-BL1B_Ethernet2,PASS
67,DC1-SPINE2,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet1 - P2P_LINK_TO_DC1-LEAF1A_Ethernet2,PASS
68,DC1-SPINE2,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet2 - P2P_LINK_TO_DC1-LEAF2A_Ethernet2,PASS
69,DC1-SPINE2,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_DC1-LEAF2B_Ethernet2,PASS
70,DC1-SPINE2,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_DC1-SVC3A_Ethernet2,PASS
71,DC1-SPINE2,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_DC1-SVC3B_Ethernet2,PASS
72,DC1-SPINE3,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet6 - P2P_LINK_TO_DC1-BL1A_Ethernet3,PASS
73,DC1-SPINE3,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet7 - P2P_LINK_TO_DC1-BL1B_Ethernet3,PASS
74,DC1-SPINE3,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet1 - P2P_LINK_TO_DC1-LEAF1A_Ethernet3,PASS
75,DC1-SPINE3,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet2 - P2P_LINK_TO_DC1-LEAF2A_Ethernet3,PASS
76,DC1-SPINE3,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_DC1-LEAF2B_Ethernet3,PASS
77,DC1-SPINE3,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_DC1-SVC3A_Ethernet3,PASS
78,DC1-SPINE3,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_DC1-SVC3B_Ethernet3,PASS
79,DC1-SPINE4,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet6 - P2P_LINK_TO_DC1-BL1A_Ethernet4,PASS
80,DC1-SPINE4,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet7 - P2P_LINK_TO_DC1-BL1B_Ethernet4,PASS
81,DC1-SPINE4,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet1 - P2P_LINK_TO_DC1-LEAF1A_Ethernet4,PASS
82,DC1-SPINE4,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet2 - P2P_LINK_TO_DC1-LEAF2A_Ethernet4,PASS
83,DC1-SPINE4,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_DC1-LEAF2B_Ethernet4,PASS
84,DC1-SPINE4,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_DC1-SVC3A_Ethernet4,PASS
85,DC1-SPINE4,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet5 - P2P_LINK_TO_DC1-SVC3B_Ethernet4,PASS
86,DC1-SVC3A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet1 - P2P_LINK_TO_DC1-SPINE1_Ethernet4,PASS
87,DC1-SVC3A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet2 - P2P_LINK_TO_DC1-SPINE2_Ethernet4,PASS
88,DC1-SVC3A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_DC1-SPINE3_Ethernet4,PASS
89,DC1-SVC3A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_DC1-SPINE4_Ethernet4,PASS
90,DC1-SVC3A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet5 - MLAG_PEER_DC1-SVC3B_Ethernet5,PASS
91,DC1-SVC3A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet6 - MLAG_PEER_DC1-SVC3B_Ethernet6,PASS
92,DC1-SVC3A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet7 - DC1-L2LEAF2A_Ethernet1,PASS
93,DC1-SVC3A,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet8 - DC1-L2LEAF2B_Ethernet1,PASS
94,DC1-SVC3B,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet1 - P2P_LINK_TO_DC1-SPINE1_Ethernet5,PASS
95,DC1-SVC3B,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet2 - P2P_LINK_TO_DC1-SPINE2_Ethernet5,PASS
96,DC1-SVC3B,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet3 - P2P_LINK_TO_DC1-SPINE3_Ethernet5,PASS
97,DC1-SVC3B,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet4 - P2P_LINK_TO_DC1-SPINE4_Ethernet5,PASS
98,DC1-SVC3B,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet5 - MLAG_PEER_DC1-SVC3A_Ethernet5,PASS
99,DC1-SVC3B,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet6 - MLAG_PEER_DC1-SVC3A_Ethernet6,PASS
100,DC1-SVC3B,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet7 - DC1-L2LEAF2A_Ethernet2,PASS
101,DC1-SVC3B,Interface State,Ethernet Interface Status & Line Protocol == "up",Ethernet8 - DC1-L2LEAF2B_Ethernet2,PASS
102,DC1-BL1A,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel5 - MLAG_PEER_DC1-BL1B_Po5,PASS
103,DC1-BL1B,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel5 - MLAG_PEER_DC1-BL1A_Po5,PASS
104,DC1-L2LEAF1A,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel1 - DC1-LEAF2A_Po7,PASS
105,DC1-L2LEAF2A,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel1 - DC1-SVC3A_Po7,PASS
106,DC1-L2LEAF2A,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel3 - MLAG_PEER_DC1-L2LEAF2B_Po3,PASS
107,DC1-L2LEAF2B,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel1 - DC1-SVC3B_Po7,PASS
108,DC1-L2LEAF2B,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel3 - MLAG_PEER_DC1-L2LEAF2A_Po3,PASS
109,DC1-LEAF2A,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel7 - DC1_L2LEAF1_Po1,PASS
110,DC1-LEAF2A,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel5 - MLAG_PEER_DC1-LEAF2B_Po5,PASS
111,DC1-LEAF2A,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel8 - server-1_PortChanne1,PASS
112,DC1-LEAF2B,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel7 - DC1_L2LEAF1_Po1,PASS
113,DC1-LEAF2B,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel5 - MLAG_PEER_DC1-LEAF2A_Po5,PASS
114,DC1-LEAF2B,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel8 - server-1_PortChanne1,PASS
115,DC1-SVC3A,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel7 - DC1_L2LEAF2_Po1,PASS
116,DC1-SVC3A,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel5 - MLAG_PEER_DC1-SVC3B_Po5,PASS
117,DC1-SVC3B,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel7 - DC1_L2LEAF2_Po1,PASS
118,DC1-SVC3B,Interface State,Port-Channel Interface Status & Line Protocol == "up",Port-Channel5 - MLAG_PEER_DC1-SVC3A_Po5,PASS
119,DC1-BL1A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS
120,DC1-BL1A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS
121,DC1-BL1A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan113 - Tenant_A_OP_Zone_WAN,PASS
122,DC1-BL1A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3009 - MLAG_PEER_L3_iBGP: vrf Tenant_A_OP_Zone,PASS
123,DC1-BL1B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS
124,DC1-BL1B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS
125,DC1-BL1B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan113 - Tenant_A_OP_Zone_WAN,PASS
126,DC1-BL1B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3009 - MLAG_PEER_L3_iBGP: vrf Tenant_A_OP_Zone,PASS
127,DC1-L2LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS
128,DC1-L2LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS
129,DC1-LEAF1A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan120 - Tenant_A_WEB_Zone_1,PASS
130,DC1-LEAF1A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan121 - Tenant_A_WEBZone_2,PASS
131,DC1-LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS
132,DC1-LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS
133,DC1-LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan110 - Tenant_A_OP_Zone_1,PASS
134,DC1-LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan111 - Tenant_A_OP_Zone_2,PASS
135,DC1-LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan112 - Tenant_A_OP_Zone_3,PASS
136,DC1-LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3009 - MLAG_PEER_L3_iBGP: vrf Tenant_A_OP_Zone,PASS
137,DC1-LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan120 - Tenant_A_WEB_Zone_1,PASS
138,DC1-LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan121 - Tenant_A_WEBZone_2,PASS
139,DC1-LEAF2A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3010 - MLAG_PEER_L3_iBGP: vrf Tenant_A_WEB_Zone,PASS
140,DC1-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS
141,DC1-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS
142,DC1-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan110 - Tenant_A_OP_Zone_1,PASS
143,DC1-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan111 - Tenant_A_OP_Zone_2,PASS
144,DC1-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan112 - Tenant_A_OP_Zone_3,PASS
145,DC1-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3009 - MLAG_PEER_L3_iBGP: vrf Tenant_A_OP_Zone,PASS
146,DC1-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan120 - Tenant_A_WEB_Zone_1,PASS
147,DC1-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan121 - Tenant_A_WEBZone_2,PASS
148,DC1-LEAF2B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3010 - MLAG_PEER_L3_iBGP: vrf Tenant_A_WEB_Zone,PASS
149,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS
150,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS
151,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan110 - Tenant_A_OP_Zone_1,PASS
152,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan111 - Tenant_A_OP_Zone_2,PASS
153,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3009 - MLAG_PEER_L3_iBGP: vrf Tenant_A_OP_Zone,PASS
154,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan120 - Tenant_A_WEB_Zone_1,PASS
155,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan121 - Tenant_A_WEBZone_2,PASS
156,DC1-SVC3A,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3010 - MLAG_PEER_L3_iBGP: vrf Tenant_A_WEB_Zone,PASS
157,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4093 - MLAG_PEER_L3_PEERING,PASS
158,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan4094 - MLAG_PEER,PASS
159,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan110 - Tenant_A_OP_Zone_1,PASS
160,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan111 - Tenant_A_OP_Zone_2,PASS
161,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3009 - MLAG_PEER_L3_iBGP: vrf Tenant_A_OP_Zone,PASS
162,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan120 - Tenant_A_WEB_Zone_1,PASS
163,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan121 - Tenant_A_WEBZone_2,PASS
164,DC1-SVC3B,Interface State,Vlan Interface Status & Line Protocol == "up",Vlan3010 - MLAG_PEER_L3_iBGP: vrf Tenant_A_WEB_Zone,PASS
165,DC1-BL1A,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS
166,DC1-BL1B,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS
167,DC1-LEAF1A,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS
168,DC1-LEAF2A,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS
169,DC1-LEAF2B,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS
170,DC1-SVC3A,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS
171,DC1-SVC3B,Interface State,Vxlan Interface Status & Line Protocol == "up",Vxlan1,PASS
172,DC1-BL1A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
173,DC1-BL1A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
174,DC1-BL1A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback100 - Tenant_A_OP_Zone_VTEP_DIAGNOSTICS,PASS
175,DC1-BL1B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
176,DC1-BL1B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
177,DC1-BL1B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback100 - Tenant_A_OP_Zone_VTEP_DIAGNOSTICS,PASS
178,DC1-LEAF1A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
179,DC1-LEAF1A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
180,DC1-LEAF2A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
181,DC1-LEAF2A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
182,DC1-LEAF2A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback100 - Tenant_A_OP_Zone_VTEP_DIAGNOSTICS,PASS
183,DC1-LEAF2B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
184,DC1-LEAF2B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
185,DC1-LEAF2B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback100 - Tenant_A_OP_Zone_VTEP_DIAGNOSTICS,PASS
186,DC1-SPINE1,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
187,DC1-SPINE2,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
188,DC1-SPINE3,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
189,DC1-SPINE4,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
190,DC1-SVC3A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
191,DC1-SVC3A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
192,DC1-SVC3A,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback100 - Tenant_A_OP_Zone_VTEP_DIAGNOSTICS,PASS
193,DC1-SVC3B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback0 - EVPN_Overlay_Peering,PASS
194,DC1-SVC3B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback1 - VTEP_VXLAN_Tunnel_Source,PASS
195,DC1-SVC3B,Interface State,Loopback Interface Status & Line Protocol == "up",Loopback100 - Tenant_A_OP_Zone_VTEP_DIAGNOSTICS,PASS
196,DC1-BL1A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: DC1-SPINE1_Ethernet6,PASS
197,DC1-BL1A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet2 - remote: DC1-SPINE2_Ethernet6,PASS
198,DC1-BL1A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet3 - remote: DC1-SPINE3_Ethernet6,PASS
199,DC1-BL1A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet4 - remote: DC1-SPINE4_Ethernet6,PASS
200,DC1-BL1A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet5 - remote: DC1-BL1B_Ethernet5,PASS
201,DC1-BL1A,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet6 - remote: DC1-BL1B_Ethernet6,PASS
202,DC1-BL1B,LLDP Topology,lldp topology - validate peer and interface,local: Ethernet1 - remote: DC1-SPINE1_Ethernet7,PASS
